NESO BMU ID,SETT UNIT ID,CRM UNIT CAT,BMRS FUEL TYPE,REG FUEL TYPE,REG TYPE,DGB FLG,GC OC2,latitude,longitude,UK_REPD_ID
IFD-ENSP1,I_IFD-ENSP1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-ENTC1,I_IFD-ENTC1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-EOET1,I_IFD-EOET1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-EPCO1,I_IFD-EPCO1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-ERVA1,I_IFD-ERVA1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-EWII1,I_IFD-EWII1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-EXXO1,I_IFD-EXXO1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-EZCO1,I_IFD-EZCO1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-EZPD1,I_IFD-EZPD1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-FLEX1,I_IFD-FLEX1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-FPCD1,I_IFD-FPCD1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-GASE1,I_IFD-GASE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-GAZP1,I_IFD-GAZP1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-GDFE1,I_IFD-GDFE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-GLEN1,I_IFD-GLEN1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-GRMC1,,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-GRMT1,I_IFD-GRMT1,Primary BMU,,OTHER,BMU,Demand,,,,
IFD-HART1,I_IFD-HART1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-HELI1,I_IFD-HELI1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-IBES1,I_IFD-IBES1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-INCM1,I_IFD-INCM1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-JPMS1,,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-KCST1,I_IFD-KCST1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-LTFD1,I_IFD-LTFD1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-MCRA1,I_IFD-MCRA1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-MFTE1,I_IFD-MFTE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-MQBN1,I_IFD-MQBN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-NEAS1,I_IFD-NEAS1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-NEHO1,I_IFD-NEHO1,Primary BMU,,OTHER,BMU,Demand,,,,
IFD-NITR1,I_IFD-NITR1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-NORL1,I_IFD-NORL1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-NTPL1,I_IFD-NTPL1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-NUON1,,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-NVAL1,I_IFD-NVAL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-OMPX1,I_IFD-OMPX1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-OPMX1,I_IFD-OPMX1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-OUTL1,I_IFD-OUTL1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-PEAK1,I_IFD-PEAK1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-PETC1,I_IFD-PETC1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-PLAN1,I_IFD-PLAN1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-PWMR1,I_IFD-PWMR1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-QTPT1,I_IFD-QTPT1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-QUAR1,I_IFD-QUAR1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-QUEN1,I_IFD-QUEN1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-RESP1,I_IFD-RESP1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-RISQ1,I_IFD-RISQ1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-RWES1,I_IFD-RWES1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-SETL1,I_IFD-SETL1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-SSEG1,I_IFD-SSEG1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-STAT1,I_IFD-STAT1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-STGS1,I_IFD-STGS1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-TFEE1,I_IFD-TFEE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-TRFD1,I_IFD-TRFD1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-TRFG1,I_IFD-TRFG1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-TRGY1,,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-TRLS1,I_IFD-TRLS1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-VOLT1,I_IFD-VOLT1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-VSAL1,I_IFD-VSAL1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-VTFS1,I_IFD-VTFS1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-XNEN1,,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-XNON1,I_IFD-XNON1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFG-ACCE1,I_IFG-ACCE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ALEU1,I_IFG-ALEU1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IFG-ALIP1,I_IFG-ALIP1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ARON1,I_IFG-ARON1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-AROS1,I_IFG-AROS1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ATLS1,I_IFG-ATLS1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-BAYW1,I_IFG-BAYW1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-BDEN1,I_IFG-BDEN1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-BKWE1,I_IFG-BKWE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-BNPS1,I_IFG-BNPS1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-BPGE1,I_IFG-BPGE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-CACM1,I_IFG-CACM1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-CBST1,I_IFG-CBST1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-CETL1,I_IFG-CETL1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-CFPE1,I_IFG-CFPE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IFG-CGML1,I_IFG-CGML1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-CNGS1,I_IFG-CNGS1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-CNRE1,I_IFG-CNRE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-COMM1,I_IFG-COMM1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-CONS1,I_IFG-CONS1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-CONV1,I_IFG-CONV1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IFG-COPN1,I_IFG-COPN1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-CPUK1,,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-DARE1,I_IFG-DARE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-DMCC1,I_IFG-DMCC1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-DNGN1,I_IFG-DNGN1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-DRIV1,,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-DSKC1,I_IFG-DSKC1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-DUEN1,I_IFG-DUEN1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-DUFE1,I_IFG-DUFE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-DVAL1,I_IFG-DVAL1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ECCA1,I_IFG-ECCA1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-EDFT1,I_IFG-EDFT1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-EDMK1,I_IFG-EDMK1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-EGLE1,I_IFG-EGLE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ELEE1,I_IFG-ELEE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ELTR1,I_IFG-ELTR1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ENBW1,I_IFG-ENBW1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IFG-ENEL1,I_IFG-ENEL1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ENET1,I_IFG-ENET1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ENKI1,,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ENSC1,I_IFG-ENSC1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ENSP1,I_IFG-ENSP1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ENTC1,I_IFG-ENTC1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-EOET1,I_IFG-EOET1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-EPCO1,I_IFG-EPCO1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-ERVA1,I_IFG-ERVA1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-EWII1,I_IFG-EWII1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IFG-EXXO1,I_IFG-EXXO1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IFG-EZCO1,I_IFG-EZCO1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-EZPD1,I_IFG-EZPD1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-FLEX1,I_IFG-FLEX1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-FPCD1,I_IFG-FPCD1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-GASE1,I_IFG-GASE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-GAZP1,I_IFG-GAZP1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-GDFE1,I_IFG-GDFE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-GLEN1,I_IFG-GLEN1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-GRMC1,I_IFG-GRMC1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-GRMT1,I_IFG-GRMT1,Primary BMU,,OTHER,BMU,Generation,,,,
IFG-HART1,I_IFG-HART1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-HELI1,I_IFG-HELI1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IFG-IBES1,I_IFG-IBES1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-INCM1,I_IFG-INCM1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-KCST1,I_IFG-KCST1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-LTFD1,I_IFG-LTFD1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-MCRA1,I_IFG-MCRA1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-MFTE1,I_IFG-MFTE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-MQBN1,I_IFG-MQBN1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-NEAS1,I_IFG-NEAS1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-NEHO1,I_IFG-NEHO1,Primary BMU,,OTHER,BMU,Generation,,,,
IFG-NITR1,I_IFG-NITR1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-NORL1,I_IFG-NORL1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-NTPL1,I_IFG-NTPL1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-NUON1,,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-NVAL1,I_IFG-NVAL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IFG-OMPX1,I_IFG-OMPX1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IFG-OPMX1,I_IFG-OPMX1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-OUTL1,I_IFG-OUTL1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-PEAK1,I_IFG-PEAK1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-PETC1,I_IFG-PETC1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-PLAN1,I_IFG-PLAN1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-PWMR1,I_IFG-PWMR1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-QTPT1,I_IFG-QTPT1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-QUAR1,I_IFG-QUAR1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-QUEN1,I_IFG-QUEN1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-RESP1,I_IFG-RESP1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-RISQ1,I_IFG-RISQ1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IFG-RWES1,I_IFG-RWES1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-SETL1,I_IFG-SETL1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-SSEG1,I_IFG-SSEG1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IFG-STAT1,I_IFG-STAT1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-STGS1,I_IFG-STGS1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-TFEE1,I_IFG-TFEE1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-TRFD1,I_IFG-TRFD1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-TRFG1,I_IFG-TRFG1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-TRGY1,,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-TRLS1,I_IFG-TRLS1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-VOLT1,I_IFG-VOLT1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-VSAL1,I_IFG-VSAL1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-VTFS1,I_IFG-VTFS1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-XNEN1,,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IFG-XNON1,I_IFG-XNON1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IGD-STAT1,I_IGD-STAT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IGG-STAT1,I_IGG-STAT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IID-AXPO1,I_IID-AXPO1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-BGSE1,I_IID-BGSE1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-BRKF1,I_IID-BRKF1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-DSKC1,I_IID-DSKC1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-EGEN1,,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-ELTR1,I_IID-ELTR1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-ENGI1,I_IID-ENGI1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-ERVA1,I_IID-ERVA1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-ESBI1,I_IID-ESBI1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-ESBI2,I_IID-ESBI2,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-INCM1,I_IID-INCM1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-LTFD1,I_IID-LTFD1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-NSEN1,I_IID-NSEN1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-RWES1,I_IID-RWES1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-SEEL1,I_IID-SEEL1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-STAT1,I_IID-STAT1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-VAYU1,I_IID-VAYU1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IID-VESL1,I_IID-VESL1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IIG-AXPO1,I_IIG-AXPO1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-BGSE1,I_IIG-BGSE1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-BRKF1,I_IIG-BRKF1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-DSKC1,I_IIG-DSKC1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-EGEN1,,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-ELTR1,I_IIG-ELTR1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-ENGI1,I_IIG-ENGI1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-ERVA1,I_IIG-ERVA1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-ESBI1,I_IIG-ESBI1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-ESBI2,I_IIG-ESBI2,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-INCM1,I_IIG-INCM1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-LTFD1,I_IIG-LTFD1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-NSEN1,I_IIG-NSEN1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-RWES1,I_IIG-RWES1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-SEEL1,I_IIG-SEEL1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-STAT1,I_IIG-STAT1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-VAYU1,I_IIG-VAYU1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IIG-VESL1,I_IIG-VESL1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
ILD-ALIP1,I_ILD-ALIP1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-ARON1,I_ILD-ARON1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-AROS1,I_ILD-AROS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-ATLS1,I_ILD-ATLS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-BAYW1,I_ILD-BAYW1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-BKWE1,I_ILD-BKWE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-BPGM1,I_ILD-BPGM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-CACM1,I_ILD-CACM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-CBST1,I_ILD-CBST1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-CENT1,I_ILD-CENT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-CETL1,I_ILD-CETL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-CEZC1,I_ILD-CEZC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-CFPE1,I_ILD-CFPE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-COMM1,I_ILD-COMM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-CONS1,I_ILD-CONS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-COPN1,I_ILD-COPN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-DARE1,I_ILD-DARE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-DMCC1,I_ILD-DMCC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-DUEN1,I_ILD-DUEN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-DUFE1,I_ILD-DUFE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-DVAL1,I_ILD-DVAL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-EDFT1,I_ILD-EDFT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-EDMK1,I_ILD-EDMK1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-ELTR1,I_ILD-ELTR1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-ENBW1,I_ILD-ENBW1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-ENGM1,I_ILD-ENGM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-ENSC1,I_ILD-ENSC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-ENTC1,I_ILD-ENTC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-EPCO1,I_ILD-EPCO1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-EWII1,I_ILD-EWII1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-EZCO1,I_ILD-EZCO1,Primary BMU,WIND,OTHER,BMU,Demand,,,,
ILD-EZPD1,I_ILD-EZPD1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-FLEX1,I_ILD-FLEX1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-GLEN1,I_ILD-GLEN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-GNER1,I_ILD-GNER1,Primary BMU,WIND,OTHER,BMU,Demand,,,,
ILD-GRMC1,I_ILD-GRMC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-HART1,I_ILD-HART1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-HELI1,I_ILD-HELI1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-INCM1,I_ILD-INCM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-MCRA1,I_ILD-MCRA1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-MFTE1,I_ILD-MFTE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-NDPL1,,Primary BMU,,OTHER,BMU,Demand,,,,
ILD-NEAS1,I_ILD-NEAS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-NEHO1,I_ILD-NEHO1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-NITR1,I_ILD-NITR1,Primary BMU,WIND,OTHER,BMU,Demand,,,,
ILD-NORL1,I_ILD-NORL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-NTPL1,I_ILD-NTPL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-OPMX1,I_ILD-OPMX1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-OUTL1,I_ILD-OUTL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-PEAK1,I_ILD-PEAK1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-PETC1,I_ILD-PETC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-PREP1,I_ILD-PREP1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-PWMR1,I_ILD-PWMR1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-QUAR1,I_ILD-QUAR1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-RESP1,I_ILD-RESP1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-RISQ1,I_ILD-RISQ1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-RWES1,I_ILD-RWES1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-SEFE1,I_ILD-SEFE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-SETL1,I_ILD-SETL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-STGS1,I_ILD-STGS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-TGPL1,I_ILD-TGPL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-TRFD1,I_ILD-TRFD1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-TRFG1,I_ILD-TRFG1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-VOLT1,I_ILD-VOLT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-VSAL1,I_ILD-VSAL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILD-XNON1,I_ILD-XNON1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ILG-ALIP1,I_ILG-ALIP1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-ARON1,I_ILG-ARON1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-AROS1,I_ILG-AROS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-ATLS1,I_ILG-ATLS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-BAYW1,I_ILG-BAYW1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-BKWE1,I_ILG-BKWE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-BPGM1,I_ILG-BPGM1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-CACM1,I_ILG-CACM1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-CBST1,I_ILG-CBST1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-CENT1,I_ILG-CENT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-CETL1,I_ILG-CETL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-CEZC1,I_ILG-CEZC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-CFPE1,I_ILG-CFPE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
